14, 12/29/03,2,.,6,.,.,.,14,.,18,20,.,.,5,60, 12.00,1,.,5,7,9,.,13,15,.,19,21,23,25,10,138, 13.80
15, 01/05/04,2,4,6,8,10,12,.,16,18,.,.,24,9,100, 11.11,1,.,.,.,.,.,.,15,.,19,21,23,25,6,104, 17.33
16, 01/12/04,2,.,6,8,10,12,.,.,.,.,.,24,6,62, 10.33,.,.,5,7,.,.,13,15,17,19,21,23,25,9,145, 16.11
17, 01/19/04,2,.,6,.,.,.,14,16,18,20,.,.,6,76, 12.67,1,3,5,7,9,.,13,.,17,19,21,.,.,9,95, 10.56
18, 01/26/04,2,.,6,8,10,.,14,.,18,20,22,24,9,124, 13.78,.,.,.,7,.,11,.,15,17,19,.,23,.,6,92, 15.33
19, 02/02/04,2,.,6,8,10,.,14,16,.,20,.,24,8,100, 12.50,.,.,5,7,.,11,13,15,17,.,.,23,.,7,91, 13.00
20, 02/09/04,.,4,6,8,10,.,14,16,18,20,.,24,9,120, 13.33,.,3,.,7,9,.,.,.,17,19,.,23,.,6,78, 13.00
21, 02/16/04,2,4,.,8,.,.,14,16,18,20,22,24,9,128, 14.22,1,.,5,.,.,11,.,.,.,19,.,23,25,6,84, 14.00
22, 02/25/04,2,4,6,.,10,12,14,.,.,.,22,.,7,70, 10.00,1,3,5,7,9,.,13,15,.,.,.,.,25,8,78, 9.75
23, 03/01/04,.,4,6,8,10,12,14,16,18,20,.,.,9,108, 12.00,1,3,5,.,.,11,.,.,17,19,.,.,.,6,56, 9.33
24, 03/08/04,2,.,.,.,10,.,14,.,.,20,.,24,5,70, 14.00,1,3,5,7,.,11,.,.,17,19,21,23,25,10,132, 13.20
25, 03/15/04,2,4,6,.,.,.,14,16,.,20,22,24,8,108, 13.50,1,3,5,7,9,.,13,.,.,.,.,23,.,7,61, 8.71
26, 03/22/04,.,.,.,8,10,.,14,16,.,20,22,.,6,90, 15.00,.,.,5,7,9,11,13,.,17,19,21,23,.,9,125, 13.89
27, 03/29/04,.,.,6,8,10,12,14,.,18,20,22,24,9,134, 14.89,.,3,.,.,.,11,13,15,.,.,21,.,25,6,88, 14.67
28, 04/05/04,.,.,.,.,10,12,14,16,18,20,.,.,6,90, 15.00,1,3,.,7,9,11,13,.,17,19,21,.,.,9,101, 11.22
29, 04/12/04,.,4,6,8,.,.,14,16,.,20,22,24,8,114, 14.25,1,.,5,.,9,.,13,.,17,19,21,.,.,7,85, 12.14
30, 04/19/04,2,4,6,8,.,.,14,.,.,20,22,.,7,76, 10.86,1,3,.,7,.,11,.,.,17,19,21,23,.,8,102, 12.75
31, 04/26/04,2,4,.,.,.,.,14,.,.,20,22,24,6,86, 14.33,1,3,.,.,9,.,13,15,17,19,21,.,25,9,123, 13.67
32, 05/03/04,2,4,6,.,10,.,14,16,.,20,22,.,8,94, 11.75,1,.,.,7,9,11,.,15,17,.,.,23,.,7,83, 11.86
33, 05/10/04,2,.,.,8,10,12,14,16,.,20,.,24,8,106, 13.25,1,.,5,7,.,11,.,.,.,19,21,23,.,7,87, 12.43
34, 05/17/04,2,4,.,8,10,.,.,16,18,20,.,.,7,78, 11.14,1,.,.,7,9,11,.,15,.,19,21,23,.,8,106, 13.25
35, 05/24/04,.,4,6,.,.,12,14,16,.,.,22,.,6,74, 12.33,1,.,5,.,.,11,13,.,17,19,21,23,25,9,135, 15.00
36, 05/31/04,.,4,.,8,10,.,14,.,.,20,22,24,7,102, 14.57,1,.,5,7,.,11,.,.,17,19,21,23,.,8,104, 13.00
37, 06/07/04,.,4,.,8,10,.,.,.,.,20,22,24,6,88, 14.67,1,3,5,.,9,11,13,15,.,.,21,23,.,9,101, 11.22
38, 06/14/04,2,.,6,8,10,.,14,16,.,.,22,24,8,102, 12.75,1,3,.,7,9,.,13,15,.,.,.,.,25,7,73, 10.43
39, 06/21/04,2,.,.,8,.,.,14,.,18,.,22,24,6,88, 14.67,.,.,.,7,9,11,13,15,17,19,21,23,.,9,135, 15.00
40, 06/28/04,2,.,.,8,10,12,14,16,.,20,22,24,9,128, 14.22,1,.,5,7,.,.,13,.,17,.,21,.,.,6,64, 10.67
41, 07/05/04,2,4,.,.,.,12,.,16,18,20,.,.,6,72, 12.00,.,3,.,.,9,.,13,15,17,19,21,23,25,9,145, 16.11
42, 07/12/04,.,4,6,8,.,12,14,.,.,.,22,24,7,90, 12.86,1,3,5,.,.,11,.,15,17,.,21,.,25,8,98, 12.25
43, 07/19/04,.,.,6,8,10,.,14,.,18,20,22,24,8,122, 15.25,1,3,.,7,9,.,.,.,17,19,.,23,.,7,79, 11.29
44, 07/26/04,.,4,6,.,10,12,14,.,18,.,.,24,7,88, 12.57,.,3,5,.,.,11,13,.,.,19,21,23,25,8,120, 15.00
45, 08/02/04,2,.,.,.,.,.,14,16,18,.,.,24,5,74, 14.80,1,3,5,7,9,.,.,.,17,19,21,23,25,10,130, 13.00
46, 08/09/04,2,4,6,8,10,.,14,.,18,.,.,24,8,86, 10.75,1,.,5,.,.,11,.,.,.,19,21,23,25,7,105, 15.00
47, 08/16/04,2,4,6,8,10,.,.,.,18,20,22,.,8,90, 11.25,1,3,5,.,.,11,13,15,.,.,.,.,25,7,73, 10.43
48, 08/23/04,2,.,6,.,.,.,.,16,18,20,22,.,6,84, 14.00,.,.,5,7,.,11,13,15,17,19,21,23,.,9,131, 14.56
49, 08/30/04,2,4,6,8,.,.,.,16,.,20,22,24,8,102, 12.75,.,.,5,.,.,11,13,15,.,19,21,23,.,7,107, 15.29
50, 09/06/04,2,.,6,.,10,12,.,.,.,20,.,.,5,50, 10.00,1,3,.,7,9,11,13,.,.,19,21,23,25,10,132, 13.20
51, 09/13/04,.,.,6,8,.,.,14,16,.,20,22,.,6,86, 14.33,1,3,5,7,.,11,13,.,17,.,21,23,.,9,101, 11.22
52, 09/20/04,2,4,.,8,.,12,.,16,.,.,22,24,7,88, 12.57,1,.,.,.,9,11,13,15,.,.,21,23,25,8,118, 14.75
53, 09/27/04,2,.,6,.,.,12,14,.,18,20,.,24,7,96, 13.71,1,3,.,7,9,11,.,.,17,19,.,23,.,8,90, 11.25
54, 10/04/04,2,4,6,8,.,12,14,16,18,20,22,24,11,146, 13.27,.,.,5,7,9,.,.,.,.,.,21,.,.,4,42, 10.50
55, 10/11/04,2,4,6,8,.,12,.,16,18,.,.,.,7,66, 9.43,.,3,5,7,9,.,13,15,.,19,.,.,25,8,96, 12.00
56, 10/18/04,2,.,.,.,.,12,14,16,.,20,22,24,7,110, 15.71,1,.,5,.,9,.,13,15,17,19,.,23,.,8,102, 12.75
57, 10/25/04,2,4,6,8,.,12,.,.,.,20,22,.,7,74, 10.57,1,3,.,7,.,11,.,.,17,19,21,.,25,8,104, 13.00
58, 11/01/04,.,4,6,.,.,12,14,16,18,20,22,.,8,112, 14.00,.,3,5,.,.,11,13,15,17,19,.,.,.,7,83, 11.86
59, 11/08/04,.,.,6,8,10,.,14,.,.,20,.,.,5,58, 11.60,1,3,5,7,.,11,13,15,.,19,.,23,25,10,122, 12.20
60, 11/16/04,2,4,.,8,.,.,.,16,18,.,22,24,7,94, 13.43,1,3,5,.,.,11,.,.,17,19,.,23,25,8,104, 13.00
61, 11/22/04,.,4,.,.,.,12,14,16,.,20,22,.,6,88, 14.67,1,.,5,.,9,11,13,15,.,19,.,23,25,9,121, 13.44
62, 11/29/04,.,.,.,8,.,.,14,16,18,20,.,24,6,100, 16.67,1,3,.,7,9,11,13,15,17,.,.,.,25,9,101, 11.22
63, 12/06/04,.,4,.,8,10,12,.,16,.,20,22,24,8,116, 14.50,.,.,.,.,9,11,13,.,17,19,21,.,25,7,115, 16.43
64, 12/13/04,2,.,6,8,10,.,14,.,18,20,.,.,7,78, 11.14,1,3,.,7,9,.,13,.,17,.,.,23,25,8,98, 12.25
65, 12/20/04,2,4,.,.,10,.,.,16,18,20,22,.,7,92, 13.14,1,.,.,7,.,.,.,15,17,19,21,23,25,8,128, 16.00
66, 12/27/04,2,4,.,8,10,.,14,16,.,20,22,24,9,120, 13.33,1,.,.,.,.,11,.,15,17,.,21,23,.,6,88, 14.67
67, 01/03/05,.,.,.,8,10,12,.,16,.,20,22,24,7,112, 16.00,.,.,5,7,9,11,13,15,.,.,21,23,.,8,104, 13.00
68, 01/10/05,2,.,6,8,10,12,.,16,.,.,22,.,7,76, 10.86,1,3,5,7,9,.,.,.,17,.,.,23,25,8,90, 11.25
69, 01/17/05,.,4,.,8,10,.,.,.,18,20,.,24,6,84, 14.00,1,.,.,7,9,11,.,15,17,19,21,23,.,9,123, 13.67
70, 01/24/05,2,.,6,.,10,12,14,16,.,20,.,24,8,104, 13.00,1,3,5,.,9,.,.,15,.,19,.,.,25,7,77, 11.00
71, 01/31/05,.,.,6,8,.,.,14,16,18,.,22,.,6,84, 14.00,1,3,5,.,9,11,13,15,.,.,21,23,.,9,101, 11.22
72, 02/09/05,2,.,.,8,.,12,.,16,18,.,.,24,6,80, 13.33,1,.,5,7,.,11,13,15,17,.,.,23,25,9,117, 13.00
73, 02/14/05,2,.,.,.,10,.,14,16,18,.,.,.,5,60, 12.00,1,.,5,7,.,11,13,15,17,19,21,.,25,10,134, 13.40
74, 02/21/05,2,4,6,8,.,.,.,16,18,.,22,.,7,76, 10.86,1,3,5,.,.,11,13,15,.,.,.,23,25,8,96, 12.00
75, 02/28/05,.,4,6,8,10,.,.,16,.,20,.,.,6,64, 10.67,1,3,5,7,.,11,13,15,17,.,.,.,25,9,97, 10.78
76, 03/07/05,.,.,.,8,10,12,.,16,.,.,.,.,4,46, 11.50,1,3,5,.,9,.,13,15,17,19,21,23,25,11,151, 13.73
77, 03/14/05,2,4,6,8,.,.,14,.,18,20,22,24,9,118, 13.11,.,3,.,.,9,11,.,.,17,.,21,.,25,6,86, 14.33
78, 03/21/05,2,.,6,8,.,12,.,16,18,20,.,.,7,82, 11.71,1,3,5,7,.,.,13,15,17,.,.,23,.,8,84, 10.50
79, 03/28/05,2,.,.,.,.,12,14,.,18,20,22,24,7,112, 16.00,1,3,5,.,9,.,.,15,17,.,.,23,25,8,98, 12.25
80, 04/04/05,2,4,.,.,10,.,14,.,18,20,22,.,7,90, 12.86,1,3,5,7,9,.,.,15,17,.,.,.,25,8,82, 10.25
81, 04/11/05,2,4,6,.,10,.,.,16,.,.,.,.,5,38, 7.60,1,3,5,7,.,11,13,15,17,19,21,.,.,10,112, 11.20
82, 04/18/05,.,4,6,8,.,12,.,.,18,20,22,.,7,90, 12.86,1,.,5,.,9,.,13,15,17,19,.,23,.,8,102, 12.75
83, 04/25/05,2,.,6,8,10,12,14,.,.,20,.,24,8,96, 12.00,1,3,5,.,.,11,13,.,.,.,.,23,25,7,81, 11.57
84, 05/02/05,2,4,6,8,.,12,.,16,.,20,22,24,9,114, 12.67,1,.,.,.,.,.,.,15,17,19,.,23,25,6,100, 16.67
85, 05/09/05,2,.,.,8,.,.,14,16,18,.,22,.,6,80, 13.33,1,.,5,7,9,11,13,15,.,.,21,23,.,9,105, 11.67
86, 05/16/05,2,4,6,8,.,12,14,.,18,.,.,24,8,88, 11.00,.,.,5,.,9,.,13,.,17,19,.,23,25,7,111, 15.86
87, 05/23/05,2,.,.,8,10,.,.,.,18,20,22,24,7,104, 14.86,1,3,5,.,9,11,13,15,.,.,.,.,25,8,82, 10.25
88, 05/30/05,2,4,.,8,10,12,14,.,18,.,.,24,8,92, 11.50,1,.,5,.,9,11,.,.,17,19,.,.,25,7,87, 12.43
89, 06/06/05,.,.,6,.,.,12,.,16,.,20,22,24,6,100, 16.67,1,.,.,.,.,11,13,15,17,19,21,23,25,9,145, 16.11
90, 06/13/05,2,.,.,8,10,12,.,.,.,20,22,24,7,98, 14.00,1,3,.,.,.,11,.,15,17,.,21,23,25,8,116, 14.50
91, 06/20/05,.,4,.,.,10,12,14,16,.,20,22,.,7,98, 14.00,1,.,.,.,9,11,13,15,17,.,.,23,25,8,114, 14.25
92, 06/27/05,2,4,6,8,.,12,14,.,18,.,22,24,9,110, 12.22,1,.,.,.,.,.,13,15,17,19,21,.,.,6,86, 14.33
93, 07/04/05,2,4,6,.,10,.,.,.,18,20,.,24,7,84, 12.00,.,.,5,7,9,.,13,.,17,19,21,23,.,8,114, 14.25
94, 07/11/05,2,4,.,8,.,12,.,16,18,.,22,24,8,106, 13.25,.,.,.,.,9,11,13,15,17,.,21,23,.,7,109, 15.57
95, 07/18/05,2,4,.,.,10,12,14,.,18,20,22,.,8,102, 12.75,1,3,5,.,.,11,.,15,17,19,.,.,.,7,71, 10.14
96, 07/25/05,.,4,6,.,10,12,14,16,18,.,22,24,9,126, 14.00,.,3,.,.,9,.,.,.,17,19,21,23,.,6,92, 15.33
97, 08/02/05,.,4,6,.,10,12,14,.,.,20,22,24,8,112, 14.00,.,3,.,.,.,.,13,15,17,19,.,23,25,7,115, 16.43
98, 08/08/05,2,.,6,8,10,.,.,.,18,20,22,24,8,110, 13.75,1,.,5,.,.,11,.,15,17,.,.,23,25,7,97, 13.86
99, 08/15/05,2,4,.,.,10,.,14,16,.,20,.,24,7,90, 12.86,1,3,.,7,.,11,13,.,17,.,21,.,25,8,98, 12.25
100, 08/22/05,.,4,.,8,10,12,14,16,.,.,22,.,7,86, 12.29,1,3,.,.,9,11,13,.,17,.,.,23,25,8,102, 12.75
101, 08/29/05,.,.,6,.,10,.,14,16,.,20,.,24,6,90, 15.00,1,3,.,7,9,.,13,.,17,19,21,23,.,9,113, 12.56
102, 09/05/05,2,4,.,.,10,12,.,.,18,.,22,.,6,68, 11.33,1,3,.,7,9,11,.,.,.,19,21,23,25,9,119, 13.22
103, 09/12/05,2,4,.,8,10,.,.,16,18,.,22,.,7,80, 11.43,1,3,5,7,.,11,.,.,17,.,.,23,25,8,92, 11.50
104, 09/19/05,.,.,6,.,10,.,14,16,18,.,22,24,7,110, 15.71,.,.,5,7,.,11,13,15,.,19,21,.,25,8,116, 14.50
105, 09/26/05,.,4,6,8,10,12,.,.,.,.,22,.,6,62, 10.33,.,.,.,7,9,11,13,15,17,19,21,.,25,9,137, 15.22
106, 10/03/05,2,4,6,.,10,12,14,.,.,.,22,.,7,70, 10.00,1,3,5,.,.,.,13,15,17,.,.,23,25,8,102, 12.75
107, 10/10/05,.,4,6,8,.,12,.,.,18,.,.,24,6,72, 12.00,1,3,.,7,9,11,.,15,17,.,21,.,25,9,109, 12.11
108, 10/17/05,2,4,.,8,.,12,14,16,18,.,22,.,8,96, 12.00,1,.,.,7,9,11,.,15,.,.,.,23,25,7,91, 13.00
109, 10/24/05,.,.,.,.,.,12,.,16,18,20,.,24,5,90, 18.00,1,3,5,7,9,11,13,.,.,.,21,23,25,10,118, 11.80
110, 10/31/05,.,4,6,.,.,12,14,.,.,20,22,.,6,78, 13.00,1,3,5,.,.,.,13,.,17,19,21,23,25,9,127, 14.11
111, 11/07/05,.,.,6,.,10,12,.,.,18,.,22,24,6,92, 15.33,1,.,5,.,.,11,13,15,17,19,21,.,25,9,127, 14.11
112, 11/14/05,2,4,6,.,10,.,14,.,18,20,.,.,7,74, 10.57,1,3,.,.,.,11,.,15,17,19,21,23,.,8,110, 13.75
113, 11/21/05,2,4,6,8,.,12,14,.,.,20,.,24,8,90, 11.25,1,.,5,.,.,11,13,.,.,19,21,.,25,7,95, 13.57
114, 11/28/05,2,.,6,8,10,.,14,.,.,20,22,24,8,106, 13.25,1,3,.,7,9,11,.,.,.,.,21,.,25,7,77, 11.00
115, 12/05/05,.,4,6,.,.,12,.,16,18,20,.,.,6,76, 12.67,1,.,5,7,9,11,13,.,17,.,21,.,25,9,109, 12.11
116, 12/12/05,2,.,.,.,10,12,14,16,18,20,.,.,7,92, 13.14,1,.,.,.,9,11,13,.,.,19,21,23,25,8,122, 15.25
117, 12/19/05,.,.,6,.,10,12,14,.,18,20,.,.,6,80, 13.33,.,.,5,7,9,11,13,15,17,.,.,23,25,9,125, 13.89
118, 12/27/05,2,4,6,8,.,12,14,.,18,.,22,24,9,110, 12.22,.,.,5,.,.,.,13,15,.,19,21,23,.,6,96, 16.00
119, 01/02/06,.,4,6,8,10,.,.,.,18,20,22,24,8,112, 14.00,1,.,.,.,9,11,.,15,17,.,21,23,.,7,97, 13.86
120, 01/09/06,.,.,.,8,.,12,.,16,18,20,.,24,6,98, 16.33,1,3,5,7,.,11,13,15,.,19,21,.,.,9,95, 10.56
121, 01/16/06,2,4,.,.,10,12,.,16,18,.,.,24,7,86, 12.29,1,.,5,7,9,11,.,.,17,.,.,23,25,8,98, 12.25
122, 01/23/06,2,4,.,8,10,.,.,.,18,20,22,.,7,84, 12.00,1,.,5,.,9,.,13,15,17,.,.,23,25,8,108, 13.50
123, 01/30/06,.,4,6,.,.,12,.,.,18,20,22,24,7,106, 15.14,.,.,5,7,.,11,13,.,17,19,21,23,.,8,116, 14.50
124, 02/06/06,2,4,6,.,.,.,14,16,18,20,.,24,8,104, 13.00,.,3,.,7,9,.,.,15,.,19,21,.,25,7,99, 14.14
125, 02/13/06,2,4,6,.,10,12,.,16,.,.,22,24,8,96, 12.00,.,3,.,7,9,11,.,15,.,.,21,.,25,7,91, 13.00
126, 02/20/06,2,4,6,8,.,.,14,16,18,.,22,24,9,114, 12.67,1,3,.,7,.,.,13,.,.,.,21,.,25,6,70, 11.67
127, 03/01/06,2,4,.,.,10,12,.,.,18,.,22,.,6,68, 11.33,1,3,5,7,.,11,13,.,.,19,.,23,25,9,107, 11.89
128, 03/06/06,2,4,6,.,.,.,14,16,.,20,.,.,6,62, 10.33,.,3,.,.,.,11,13,15,17,19,21,23,25,9,147, 16.33
129, 03/13/06,2,.,6,.,.,.,.,.,18,20,22,.,5,68, 13.60,.,.,5,7,9,11,13,15,.,19,21,23,25,10,148, 14.80
130, 03/20/06,2,4,6,.,10,12,.,.,.,.,.,24,6,58, 9.67,.,3,5,.,9,.,13,15,17,19,.,23,25,9,129, 14.33
131, 03/27/06,2,4,6,8,.,12,.,.,.,20,22,.,7,74, 10.57,.,.,5,7,.,11,13,15,.,19,.,23,25,8,118, 14.75
132, 04/03/06,.,4,.,.,10,.,14,16,.,.,22,.,5,66, 13.20,1,3,5,7,9,11,.,15,17,.,.,23,25,10,116, 11.60
133, 04/10/06,.,4,.,8,.,.,.,.,18,20,22,.,5,72, 14.40,1,3,5,.,9,11,13,15,.,19,21,23,.,10,120, 12.00
134, 04/17/06,.,.,.,8,10,12,14,16,.,.,22,.,6,82, 13.67,1,3,5,7,.,11,13,.,17,19,.,.,25,9,101, 11.22
135, 04/24/06,2,.,.,8,10,.,14,.,18,20,22,.,7,94, 13.43,1,.,5,7,.,.,13,15,.,19,21,.,25,8,106, 13.25
136, 05/02/06,2,.,6,.,.,12,14,.,.,.,22,24,6,80, 13.33,1,3,5,.,9,.,13,15,17,.,21,23,.,9,107, 11.89
137, 05/08/06,2,.,6,8,10,12,.,16,18,20,.,.,8,92, 11.50,.,.,.,.,9,11,13,.,17,19,21,.,25,7,115, 16.43
138, 05/15/06,2,4,.,8,.,.,.,16,.,.,22,24,6,76, 12.67,.,3,5,7,.,11,13,15,17,.,21,.,25,9,117, 13.00
139, 05/22/06,2,.,.,.,.,12,14,16,18,.,22,24,7,108, 15.43,1,.,.,7,9,.,.,15,17,19,21,23,.,8,112, 14.00
140, 05/29/06,2,.,6,.,10,12,.,.,18,20,22,24,8,114, 14.25,1,3,.,.,9,.,13,15,.,19,.,.,25,7,85, 12.14
141, 06/05/06,.,.,.,8,10,12,.,16,18,20,.,24,7,108, 15.43,1,3,.,7,9,.,13,.,17,19,.,.,25,8,94, 11.75
142, 06/12/06,2,4,6,.,.,.,.,16,18,.,22,24,7,92, 13.14,1,.,5,7,9,.,.,15,17,19,.,23,.,8,96, 12.00
143, 06/19/06,2,.,.,8,.,.,.,16,.,.,22,24,5,72, 14.40,1,.,.,.,9,11,13,15,17,19,21,23,25,10,154, 15.40
144, 06/26/06,2,4,.,.,.,12,14,.,.,20,22,24,7,98, 14.00,1,.,.,7,9,11,.,.,17,19,21,.,25,8,110, 13.75
145, 07/03/06,2,.,.,.,10,.,14,.,18,20,22,24,7,110, 15.71,1,3,.,.,9,11,13,15,17,.,.,.,25,8,94, 11.75
146, 07/10/06,2,.,.,8,10,12,14,16,.,.,22,24,8,108, 13.50,1,.,5,.,.,11,13,.,17,.,.,23,25,7,95, 13.57
147, 07/17/06,2,4,6,.,10,12,.,16,.,.,22,.,7,72, 10.29,1,.,5,.,.,11,13,.,.,19,21,23,25,8,118, 14.75
148, 07/24/06,2,4,.,8,.,12,.,16,.,20,22,24,8,108, 13.50,1,.,5,.,9,.,13,.,17,.,21,.,25,7,91, 13.00
149, 08/01/06,2,.,.,.,10,.,.,16,18,20,.,24,6,90, 15.00,.,.,5,7,9,.,13,15,17,19,.,23,25,9,133, 14.78
150, 08/07/06,.,.,6,8,.,.,14,.,.,.,22,24,5,74, 14.80,1,3,5,7,9,11,.,.,.,19,21,23,25,10,124, 12.40
151, 08/14/06,.,4,.,.,10,12,14,16,18,20,.,24,8,118, 14.75,.,3,5,7,9,11,13,.,.,.,.,23,.,7,71, 10.14
152, 08/21/06,.,4,6,8,.,.,.,.,.,20,22,24,6,84, 14.00,.,3,5,7,.,.,13,15,17,19,.,23,25,9,127, 14.11
153, 08/28/06,2,4,.,8,.,12,.,.,18,20,.,24,7,88, 12.57,1,.,5,.,.,11,13,.,17,.,21,23,25,8,116, 14.50
154, 09/04/06,2,.,6,.,10,.,14,16,18,.,.,24,7,90, 12.86,1,3,5,.,9,11,13,15,.,.,.,23,.,8,80, 10.00
155, 09/11/06,2,4,.,8,10,.,14,16,18,20,22,24,10,138, 13.80,.,.,5,.,.,11,.,15,.,19,21,.,.,5,71, 14.20
156, 09/18/06,.,4,.,8,10,12,14,.,.,20,22,.,7,90, 12.86,1,3,.,.,9,11,13,15,.,19,.,23,.,8,94, 11.75
157, 09/25/06,2,4,6,.,10,12,14,16,18,.,.,24,9,106, 11.78,1,.,.,7,9,.,.,.,.,19,21,.,25,6,82, 13.67
158, 10/02/06,2,.,.,8,10,12,.,16,18,20,22,.,8,108, 13.50,.,.,.,7,9,11,.,15,17,19,.,23,.,7,101, 14.43
159, 10/09/06,2,4,6,8,10,.,14,.,.,20,.,24,8,88, 11.00,1,3,5,.,.,11,.,15,17,.,.,.,25,7,77, 11.00
160, 10/16/06,.,4,.,.,10,12,14,16,.,20,.,24,7,100, 14.29,1,3,.,.,9,11,.,15,17,19,21,.,.,8,96, 12.00
161, 10/19/06,.,.,.,8,.,.,.,16,18,20,22,24,6,108, 18.00,1,.,5,.,.,11,13,15,17,.,21,23,25,9,131, 14.56
162, 10/23/06,2,4,6,8,.,12,.,16,18,20,.,24,9,110, 12.22,1,3,5,.,.,11,13,.,.,.,.,23,.,6,56, 9.33
163, 10/26/06,2,.,6,.,.,.,14,.,.,20,.,24,5,66, 13.20,1,3,5,7,9,.,13,15,.,.,21,23,25,10,122, 12.20
164, 10/30/06,2,.,6,8,10,.,14,.,18,.,22,24,8,104, 13.00,1,3,5,.,.,11,.,15,.,.,21,23,.,7,79, 11.29
165, 11/03/06,2,4,6,8,.,12,14,.,18,.,22,.,8,86, 10.75,1,.,.,.,9,.,13,15,17,19,.,.,25,7,99, 14.14
166, 11/06/06,2,4,.,8,10,.,14,.,18,20,22,.,8,98, 12.25,.,3,.,.,9,.,13,15,.,19,21,23,.,7,103, 14.71
167, 11/09/06,2,.,6,8,10,.,14,16,18,.,22,24,9,120, 13.33,1,3,.,.,9,.,13,.,.,19,.,23,.,6,68, 11.33
168, 11/13/06,2,4,.,.,10,12,.,16,.,20,22,24,8,110, 13.75,1,3,.,7,.,.,.,15,17,19,.,23,.,7,85, 12.14
169, 11/16/06,.,4,6,8,10,12,.,16,.,20,.,24,8,100, 12.50,1,.,5,7,9,11,.,15,.,.,21,.,.,7,69, 9.86
170, 11/21/06,.,4,6,8,10,.,.,16,18,20,22,.,8,104, 13.00,1,3,5,7,.,.,13,.,.,.,.,23,25,7,77, 11.00
171, 11/23/06,.,4,.,.,10,12,.,16,.,.,22,24,6,88, 14.67,1,3,.,.,.,11,13,15,17,.,21,23,25,9,129, 14.33
172, 11/27/06,2,4,6,.,10,12,.,.,18,20,22,.,8,94, 11.75,1,.,.,7,9,11,13,.,.,.,21,.,25,7,87, 12.43
173, 11/30/06,2,4,.,8,.,.,.,.,.,20,22,24,6,80, 13.33,.,3,5,7,.,11,.,15,.,19,21,23,25,9,129, 14.33
174, 12/04/06,2,4,.,.,10,12,.,.,.,20,.,24,6,72, 12.00,1,.,.,7,9,11,13,15,17,.,.,23,25,9,121, 13.44
175, 12/07/06,2,.,6,.,.,12,14,16,18,.,.,24,7,92, 13.14,.,3,5,7,.,11,13,15,.,19,21,.,.,8,94, 11.75
176, 12/11/06,2,4,.,.,10,12,.,16,18,.,22,24,8,108, 13.50,.,.,.,.,.,11,13,15,17,.,21,23,25,7,125, 17.86
177, 12/14/06,2,.,6,8,10,.,.,16,.,20,.,24,7,86, 12.29,.,.,.,7,.,11,13,15,17,19,21,23,.,8,126, 15.75
178, 12/18/06,2,4,6,8,10,.,14,16,.,20,.,24,9,104, 11.56,.,3,.,.,9,.,.,.,.,19,21,23,25,6,100, 16.67
179, 12/21/06,2,4,.,.,.,.,14,.,.,.,22,24,5,66, 13.20,.,3,5,7,9,.,13,15,17,19,.,23,25,10,136, 13.60
180, 12/26/06,2,4,6,8,10,.,.,.,.,20,.,24,7,74, 10.57,1,3,5,7,.,11,.,15,17,.,.,.,25,8,84, 10.50
181, 12/28/06,.,4,6,8,.,.,14,16,.,20,22,.,7,90, 12.86,1,.,5,7,.,.,.,15,17,19,21,23,.,8,108, 13.50
