48, 08/23/04,2,5,6,7,11,13,15,16,17,18,19,20,21,22,23,.,P,.,.,I,P,I,.,.,.,I,.,I,.,I,P,I,P,I,P,I,P,I,.,.
49, 08/30/04,2,4,5,6,8,11,13,15,16,19,20,21,22,23,24,.,P,.,P,I,P,.,P,.,.,I,.,I,.,I,P,.,.,I,P,I,P,I,P,.
50, 09/06/04,1,2,3,6,7,9,10,11,12,13,19,20,21,23,25,I,P,I,.,.,P,I,.,I,P,I,P,I,.,.,.,.,.,I,P,I,.,I,.,I
51, 09/13/04,1,3,5,6,7,8,11,13,14,16,17,20,21,22,23,I,.,I,.,I,P,I,P,.,.,I,.,I,P,.,P,I,.,.,P,I,P,I,.,.
52, 09/20/04,1,2,4,8,9,11,12,13,15,16,21,22,23,24,25,I,P,.,P,.,.,.,P,I,.,I,P,I,.,I,P,.,.,.,.,I,P,I,P,I
53, 09/27/04,1,2,3,6,7,9,11,12,14,17,18,19,20,23,24,I,P,I,.,.,P,I,.,I,.,I,P,.,P,.,.,I,P,I,P,.,.,I,P,.
54, 10/04/04,2,4,5,6,7,8,9,12,14,16,18,20,21,22,24,.,P,.,P,I,P,I,P,I,.,.,P,.,P,.,P,.,P,.,P,I,P,.,P,.
55, 10/11/04,2,3,4,5,6,7,8,9,12,13,15,16,18,19,25,.,P,I,P,I,P,I,P,I,.,.,P,I,.,I,P,.,P,I,.,.,.,.,.,I
56, 10/18/04,1,2,5,9,12,13,14,15,16,17,19,20,22,23,24,I,P,.,.,I,.,.,.,I,.,.,P,I,P,I,P,I,.,I,P,.,P,I,P,.
57, 10/25/04,1,2,3,4,6,7,8,11,12,17,19,20,21,22,25,I,P,I,P,.,P,I,P,.,.,I,P,.,.,.,.,I,.,I,P,I,P,.,.,I
58, 11/01/04,3,4,5,6,11,12,13,14,15,16,17,18,19,20,22,.,.,I,P,I,P,.,.,.,.,I,P,I,P,I,P,I,P,I,P,.,P,.,.,.
59, 11/08/04,1,3,5,6,7,8,10,11,13,14,15,19,20,23,25,I,.,I,.,I,P,I,P,.,P,I,.,I,P,I,.,.,.,I,P,.,.,I,.,I
60, 11/16/04,1,2,3,4,5,8,11,16,17,18,19,22,23,24,25,I,P,I,P,I,.,.,P,.,.,I,.,.,.,.,P,I,P,I,.,.,P,I,P,I
61, 11/22/04,1,4,5,9,11,12,13,14,15,16,19,20,22,23,25,I,.,.,P,I,.,.,.,I,.,I,P,I,P,I,P,.,.,I,P,.,P,I,.,I
62, 11/29/04,1,3,7,8,9,11,13,14,15,16,17,18,20,24,25,I,.,I,.,.,.,I,P,I,.,I,.,I,P,I,P,I,P,.,P,.,.,.,P,I
63, 12/06/04,4,8,9,10,11,12,13,16,17,19,20,21,22,24,25,.,.,.,P,.,.,.,P,I,P,I,P,I,.,.,P,I,.,I,P,I,P,.,P,I
64, 12/13/04,1,2,3,6,7,8,9,10,13,14,17,18,20,23,25,I,P,I,.,.,P,I,P,I,P,.,.,I,P,.,.,I,P,.,P,.,.,I,.,I
65, 12/20/04,1,2,4,7,10,15,16,17,18,19,20,21,22,23,25,I,P,.,P,.,.,I,.,.,P,.,.,.,.,I,P,I,P,I,P,I,P,I,.,I
66, 12/27/04,1,2,4,8,10,11,14,15,16,17,20,21,22,23,24,I,P,.,P,.,.,.,P,.,P,I,.,.,P,I,P,I,.,.,P,I,P,I,P,.
67, 01/03/05,5,7,8,9,10,11,12,13,15,16,20,21,22,23,24,.,.,.,.,I,.,I,P,I,P,I,P,I,.,I,P,.,.,.,P,I,P,I,P,.
68, 01/10/05,1,2,3,5,6,7,8,9,10,12,16,17,22,23,25,I,P,I,.,I,P,I,P,I,P,.,P,.,.,.,P,I,.,.,.,.,P,I,.,I
69, 01/17/05,1,4,7,8,9,10,11,15,17,18,19,20,21,23,24,I,.,.,P,.,.,I,P,I,P,I,.,.,.,I,.,I,P,I,P,I,.,I,P,.
70, 01/24/05,1,2,3,5,6,9,10,12,14,15,16,19,20,24,25,I,P,I,.,I,P,.,.,I,P,.,P,.,P,I,P,.,.,I,P,.,.,.,P,I
71, 01/31/05,1,3,5,6,8,9,11,13,14,15,16,18,21,22,23,I,.,I,.,I,P,.,P,I,.,I,.,I,P,I,P,.,P,.,.,I,P,I,.,.
72, 02/09/05,1,2,5,7,8,11,12,13,15,16,17,18,23,24,25,I,P,.,.,I,.,I,P,.,.,I,P,I,.,I,P,I,P,.,.,.,.,I,P,I
73, 02/14/05,1,2,5,7,10,11,13,14,15,16,17,18,19,21,25,I,P,.,.,I,.,I,.,.,P,I,.,I,P,I,P,I,P,I,.,I,.,.,.,I
74, 02/21/05,1,2,3,4,5,6,8,11,13,15,16,18,22,23,25,I,P,I,P,I,P,.,P,.,.,I,.,I,.,I,P,.,P,.,.,.,P,I,.,I
75, 02/28/05,1,3,4,5,6,7,8,10,11,13,15,16,17,20,25,I,.,I,P,I,P,I,P,.,P,I,.,I,.,I,P,I,.,.,P,.,.,.,.,I
76, 03/07/05,1,3,5,8,9,10,12,13,15,16,17,19,21,23,25,I,.,I,.,I,.,.,P,I,P,.,P,I,.,I,P,I,.,I,.,I,.,I,.,I
77, 03/14/05,2,3,4,6,8,9,11,14,17,18,20,21,22,24,25,.,P,I,P,.,P,.,P,I,.,I,.,.,P,.,.,I,P,.,P,I,P,.,P,I
78, 03/21/05,1,2,3,5,6,7,8,12,13,15,16,17,18,20,23,I,P,I,.,I,P,I,P,.,.,.,P,I,.,I,P,I,P,.,P,.,.,I,.,.
79, 03/28/05,1,2,3,5,9,12,14,15,17,18,20,22,23,24,25,I,P,I,.,I,.,.,.,I,.,.,P,.,P,I,.,I,P,.,P,.,P,I,P,I
80, 04/04/05,1,2,3,4,5,7,9,10,14,15,17,18,20,22,25,I,P,I,P,I,.,I,.,I,P,.,.,.,P,I,.,I,P,.,P,.,P,.,.,I
81, 04/11/05,1,2,3,4,5,6,7,10,11,13,15,16,17,19,21,I,P,I,P,I,P,I,.,.,P,I,.,I,.,I,P,I,.,I,.,I,.,.,.,.
82, 04/18/05,1,4,5,6,8,9,12,13,15,17,18,19,20,22,23,I,.,.,P,I,P,.,P,I,.,.,P,I,.,I,.,I,P,I,P,.,P,I,.,.
83, 04/25/05,1,2,3,5,6,8,10,11,12,13,14,20,23,24,25,I,P,I,.,I,P,.,P,.,P,I,P,I,P,.,.,.,.,.,P,.,.,I,P,I
84, 05/02/05,1,2,4,6,8,12,15,16,17,19,20,22,23,24,25,I,P,.,P,.,P,.,P,.,.,.,P,.,.,I,P,I,.,I,P,.,P,I,P,I
85, 05/09/05,1,2,5,7,8,9,11,13,14,15,16,18,21,22,23,I,P,.,.,I,.,I,P,I,.,I,.,I,P,I,P,.,P,.,.,I,P,I,.,.
86, 05/16/05,2,4,5,6,8,9,12,13,14,17,18,19,23,24,25,.,P,.,P,I,P,.,P,I,.,.,P,I,P,.,.,I,P,I,.,.,.,I,P,I
87, 05/23/05,1,2,3,5,8,9,10,11,13,15,18,20,22,24,25,I,P,I,.,I,.,.,P,I,P,I,.,I,.,I,.,.,P,.,P,.,P,.,P,I
88, 05/30/05,1,2,4,5,8,9,10,11,12,14,17,18,19,24,25,I,P,.,P,I,.,.,P,I,P,I,P,.,P,.,.,I,P,I,.,.,.,.,P,I
89, 06/06/05,1,6,11,12,13,15,16,17,19,20,21,22,23,24,25,I,.,.,.,.,P,.,.,.,.,I,P,I,.,I,P,I,.,I,P,I,P,I,P,I
90, 06/13/05,1,2,3,8,10,11,12,15,17,20,21,22,23,24,25,I,P,I,.,.,.,.,P,.,P,I,P,.,.,I,.,I,.,.,P,I,P,I,P,I
91, 06/20/05,1,4,9,10,11,12,13,14,15,16,17,20,22,23,25,I,.,.,P,.,.,.,.,I,P,I,P,I,P,I,P,I,.,.,P,.,P,I,.,I
92, 06/27/05,1,2,4,6,8,12,13,14,15,17,18,19,21,22,24,I,P,.,P,.,P,.,P,.,.,.,P,I,P,I,.,I,P,I,.,I,P,.,P,.
93, 07/04/05,2,4,5,6,7,9,10,13,17,18,19,20,21,23,24,.,P,.,P,I,P,I,.,I,P,.,.,I,.,.,.,I,P,I,P,I,.,I,P,.
94, 07/11/05,2,4,8,9,11,12,13,15,16,17,18,21,22,23,24,.,P,.,P,.,.,.,P,I,.,I,P,I,.,I,P,I,P,.,.,I,P,I,P,.
95, 07/18/05,1,2,3,4,5,10,11,12,14,15,17,18,19,20,22,I,P,I,P,I,.,.,.,.,P,I,P,.,P,I,.,I,P,I,P,.,P,.,.,.
96, 07/25/05,3,4,6,9,10,12,14,16,17,18,19,21,22,23,24,.,.,I,P,.,P,.,.,I,P,.,P,.,P,.,P,I,P,I,.,I,P,I,P,.
97, 08/02/05,3,4,6,10,12,13,14,15,17,19,20,22,23,24,25,.,.,I,P,.,P,.,.,.,P,.,P,I,P,I,.,I,.,I,P,.,P,I,P,I
98, 08/08/05,1,2,5,6,8,10,11,15,17,18,20,22,23,24,25,I,P,.,.,I,P,.,P,.,P,I,.,.,.,I,.,I,P,.,P,.,P,I,P,I
99, 08/15/05,1,2,3,4,7,10,11,13,14,16,17,20,21,24,25,I,P,I,P,.,.,I,.,.,P,I,.,I,P,.,P,I,.,.,P,I,.,.,P,I
100, 08/22/05,1,3,4,8,9,10,11,12,13,14,16,17,22,23,25,I,.,I,P,.,.,.,P,I,P,I,P,I,P,.,P,I,.,.,.,.,P,I,.,I
101, 08/29/05,1,3,6,7,9,10,13,14,16,17,19,20,21,23,24,I,.,I,.,.,P,I,.,I,P,.,.,I,P,.,P,I,.,I,P,I,.,I,P,.
102, 09/05/05,1,2,3,4,7,9,10,11,12,18,19,21,22,23,25,I,P,I,P,.,.,I,.,I,P,I,P,.,.,.,.,.,P,I,.,I,P,I,.,I
103, 09/12/05,1,2,3,4,5,7,8,10,11,16,17,18,22,23,25,I,P,I,P,I,.,I,P,.,P,I,.,.,.,.,P,I,P,.,.,.,P,I,.,I
104, 09/19/05,5,6,7,10,11,13,14,15,16,18,19,21,22,24,25,.,.,.,.,I,P,I,.,.,P,I,.,I,P,I,P,.,P,I,.,I,P,.,P,I
105, 09/26/05,4,6,7,8,9,10,11,12,13,15,17,19,21,22,25,.,.,.,P,.,P,I,P,I,P,I,P,I,.,I,.,I,.,I,.,I,P,.,.,I
106, 10/03/05,1,2,3,4,5,6,10,12,13,14,15,17,22,23,25,I,P,I,P,I,P,.,.,.,P,.,P,I,P,I,.,I,.,.,.,.,P,I,.,I
107, 10/10/05,1,3,4,6,7,8,9,11,12,15,17,18,21,24,25,I,.,I,P,.,P,I,P,I,.,I,P,.,.,I,.,I,P,.,.,I,.,.,P,I
108, 10/17/05,1,2,4,7,8,9,11,12,14,15,16,18,22,23,25,I,P,.,P,.,.,I,P,I,.,I,P,.,P,I,P,.,P,.,.,.,P,I,.,I
109, 10/24/05,1,3,5,7,9,11,12,13,16,18,20,21,23,24,25,I,.,I,.,I,.,I,.,I,.,I,P,I,.,.,P,.,P,.,P,I,.,I,P,I
110, 10/31/05,1,3,4,5,6,12,13,14,17,19,20,21,22,23,25,I,.,I,P,I,P,.,.,.,.,.,P,I,P,.,.,I,.,I,P,I,P,I,.,I
111, 11/07/05,1,5,6,10,11,12,13,15,17,18,19,21,22,24,25,I,.,.,.,I,P,.,.,.,P,I,P,I,.,I,.,I,P,I,.,I,P,.,P,I
112, 11/14/05,1,2,3,4,6,10,11,14,15,17,18,19,20,21,23,I,P,I,P,.,P,.,.,.,P,I,.,.,P,I,.,I,P,I,P,I,.,I,.,.
113, 11/21/05,1,2,4,5,6,8,11,12,13,14,19,20,21,24,25,I,P,.,P,I,P,.,P,.,.,I,P,I,P,.,.,.,.,I,P,I,.,.,P,I
114, 11/28/05,1,2,3,6,7,8,9,10,11,14,20,21,22,24,25,I,P,I,.,.,P,I,P,I,P,I,.,.,P,.,.,.,.,.,P,I,P,.,P,I
115, 12/05/05,1,4,5,6,7,9,11,12,13,16,17,18,20,21,25,I,.,.,P,I,P,I,.,I,.,I,P,I,.,.,P,I,P,.,P,I,.,.,.,I
116, 12/12/05,1,2,9,10,11,12,13,14,16,18,19,20,21,23,25,I,P,.,.,.,.,.,.,I,P,I,P,I,P,.,P,.,P,I,P,I,.,I,.,I
117, 12/19/05,5,6,7,9,10,11,12,13,14,15,17,18,20,23,25,.,.,.,.,I,P,I,.,I,P,I,P,I,P,I,.,I,P,.,P,.,.,I,.,I
118, 12/27/05,2,4,5,6,8,12,13,14,15,18,19,21,22,23,24,.,P,.,P,I,P,.,P,.,.,.,P,I,P,I,.,.,P,I,.,I,P,I,P,.
119, 01/02/06,1,4,6,8,9,10,11,15,17,18,20,21,22,23,24,I,.,.,P,.,P,.,P,I,P,I,.,.,.,I,.,I,P,.,P,I,P,I,P,.
120, 01/09/06,1,3,5,7,8,11,12,13,15,16,18,19,20,21,24,I,.,I,.,I,.,I,P,.,.,I,P,I,.,I,P,.,P,I,P,I,.,.,P,.
121, 01/16/06,1,2,4,5,7,9,10,11,12,16,17,18,23,24,25,I,P,.,P,I,.,I,.,I,P,I,P,.,.,.,P,I,P,.,.,.,.,I,P,I
122, 01/23/06,1,2,4,5,8,9,10,13,15,17,18,20,22,23,25,I,P,.,P,I,.,.,P,I,P,.,.,I,.,I,.,I,P,.,P,.,P,I,.,I
123, 01/30/06,4,5,6,7,11,12,13,17,18,19,20,21,22,23,24,.,.,.,P,I,P,I,.,.,.,I,P,I,.,.,.,I,P,I,P,I,P,I,P,.
124, 02/06/06,2,3,4,6,7,9,14,15,16,18,19,20,21,24,25,.,P,I,P,.,P,I,.,I,.,.,.,.,P,I,P,.,P,I,P,I,.,.,P,I
125, 02/13/06,2,3,4,6,7,9,10,11,12,15,16,21,22,24,25,.,P,I,P,.,P,I,.,I,P,I,P,.,.,I,P,.,.,.,.,I,P,.,P,I
126, 02/20/06,1,2,3,4,6,7,8,13,14,16,18,21,22,24,25,I,P,I,P,.,P,I,P,.,.,.,.,I,P,.,P,.,P,.,.,I,P,.,P,I
127, 03/01/06,1,2,3,4,5,7,10,11,12,13,18,19,22,23,25,I,P,I,P,I,.,I,.,.,P,I,P,I,.,.,.,.,P,I,.,.,P,I,.,I
128, 03/06/06,2,3,4,6,11,13,14,15,16,17,19,20,21,23,25,.,P,I,P,.,P,.,.,.,.,I,.,I,P,I,P,I,.,I,P,I,.,I,.,I
129, 03/13/06,2,5,6,7,9,11,13,15,18,19,20,21,22,23,25,.,P,.,.,I,P,I,.,I,.,I,.,I,.,I,.,.,P,I,P,I,P,I,.,I
130, 03/20/06,2,3,4,5,6,9,10,12,13,15,17,19,23,24,25,.,P,I,P,I,P,.,.,I,P,.,P,I,.,I,.,I,.,I,.,.,.,I,P,I
131, 03/27/06,2,4,5,6,7,8,11,12,13,15,19,20,22,23,25,.,P,.,P,I,P,I,P,.,.,I,P,I,.,I,.,.,.,I,P,.,P,I,.,I
132, 04/03/06,1,3,4,5,7,9,10,11,14,15,16,17,22,23,25,I,.,I,P,I,.,I,.,I,P,I,.,.,P,I,P,I,.,.,.,.,P,I,.,I
133, 04/10/06,1,3,4,5,8,9,11,13,15,18,19,20,21,22,23,I,.,I,P,I,.,.,P,I,.,I,.,I,.,I,.,.,P,I,P,I,P,I,.,.
134, 04/17/06,1,3,5,7,8,10,11,12,13,14,16,17,19,22,25,I,.,I,.,I,.,I,P,.,P,I,P,I,P,.,P,I,.,I,.,.,P,.,.,I
135, 04/24/06,1,2,5,7,8,10,13,14,15,18,19,20,21,22,25,I,P,.,.,I,.,I,P,.,P,.,.,I,P,I,.,.,P,I,P,I,P,.,.,I
136, 05/02/06,1,2,3,5,6,9,12,13,14,15,17,21,22,23,24,I,P,I,.,I,P,.,.,I,.,.,P,I,P,I,.,I,.,.,.,I,P,I,P,.
137, 05/08/06,2,6,8,9,10,11,12,13,16,17,18,19,20,21,25,.,P,.,.,.,P,.,P,I,P,I,P,I,.,.,P,I,P,I,P,I,.,.,.,I
138, 05/15/06,2,3,4,5,7,8,11,13,15,16,17,21,22,24,25,.,P,I,P,I,.,I,P,.,.,I,.,I,.,I,P,I,.,.,.,I,P,.,P,I
139, 05/22/06,1,2,7,9,12,14,15,16,17,18,19,21,22,23,24,I,P,.,.,.,.,I,.,I,.,.,P,.,P,I,P,I,P,I,.,I,P,I,P,.
140, 05/29/06,1,2,3,6,9,10,12,13,15,18,19,20,22,24,25,I,P,I,.,.,P,.,.,I,P,.,P,I,.,I,.,.,P,I,P,.,P,.,P,I
141, 06/05/06,1,3,7,8,9,10,12,13,16,17,18,19,20,24,25,I,.,I,.,.,.,I,P,I,P,.,P,I,.,.,P,I,P,I,P,.,.,.,P,I
142, 06/12/06,1,2,4,5,6,7,9,15,16,17,18,19,22,23,24,I,P,.,P,I,P,I,.,I,.,.,.,.,.,I,P,I,P,I,.,.,P,I,P,.
143, 06/19/06,1,2,8,9,11,13,15,16,17,19,21,22,23,24,25,I,P,.,.,.,.,.,P,I,.,I,.,I,.,I,P,I,.,I,.,I,P,I,P,I
144, 06/26/06,1,2,4,7,9,11,12,14,17,19,20,21,22,24,25,I,P,.,P,.,.,I,.,I,.,I,P,.,P,.,.,I,.,I,P,I,P,.,P,I
145, 07/03/06,1,2,3,9,10,11,13,14,15,17,18,20,22,24,25,I,P,I,.,.,.,.,.,I,P,I,.,I,P,I,.,I,P,.,P,.,P,.,P,I
146, 07/10/06,1,2,5,8,10,11,12,13,14,16,17,22,23,24,25,I,P,.,.,I,.,.,P,.,P,I,P,I,P,.,P,I,.,.,.,.,P,I,P,I
147, 07/17/06,1,2,4,5,6,10,11,12,13,16,19,21,22,23,25,I,P,.,P,I,P,.,.,.,P,I,P,I,.,.,P,.,.,I,.,I,P,I,.,I
148, 07/24/06,1,2,4,5,8,9,12,13,16,17,20,21,22,24,25,I,P,.,P,I,.,.,P,I,.,.,P,I,.,.,P,I,.,.,P,I,P,.,P,I
149, 08/01/06,2,5,7,9,10,13,15,16,17,18,19,20,23,24,25,.,P,.,.,I,.,I,.,I,P,.,.,I,.,I,P,I,P,I,P,.,.,I,P,I
150, 08/07/06,1,3,5,6,7,8,9,11,14,19,21,22,23,24,25,I,.,I,.,I,P,I,P,I,.,I,.,.,P,.,.,.,.,I,.,I,P,I,P,I
151, 08/14/06,3,4,5,7,9,10,11,12,13,14,16,18,20,23,24,.,.,I,P,I,.,I,.,I,P,I,P,I,P,.,P,.,P,.,P,.,.,I,P,.
152, 08/21/06,3,4,5,6,7,8,13,15,17,19,20,22,23,24,25,.,.,I,P,I,P,I,P,.,.,.,.,I,.,I,.,I,.,I,P,.,P,I,P,I
153, 08/28/06,1,2,4,5,8,11,12,13,17,18,20,21,23,24,25,I,P,.,P,I,.,.,P,.,.,I,P,I,.,.,.,I,P,.,P,I,.,I,P,I
154, 09/04/06,1,2,3,5,6,9,10,11,13,14,15,16,18,23,24,I,P,I,.,I,P,.,.,I,P,I,.,I,P,I,P,.,P,.,.,.,.,I,P,.
155, 09/11/06,2,4,5,8,10,11,14,15,16,18,19,20,21,22,24,.,P,.,P,I,.,.,P,.,P,I,.,.,P,I,P,.,P,I,P,I,P,.,P,.
156, 09/18/06,1,3,4,8,9,10,11,12,13,14,15,19,20,22,23,I,.,I,P,.,.,.,P,I,P,I,P,I,P,I,.,.,.,I,P,.,P,I,.,.
157, 09/25/06,1,2,4,6,7,9,10,12,14,16,18,19,21,24,25,I,P,.,P,.,P,I,.,I,P,.,P,.,P,.,P,.,P,I,.,I,.,.,P,I
